-51.2923637581,-103.9724941992,-47.2212306348,-52.9567392319,-103.9722789632,-50.2542896196
-52.9804717849,-103.9727597188,-53.4858482428,-57.1469734923,-103.9723171183,-57.7148674184
-51.208335229,-103.9734037913,-52.2068885727,-68.8606453226,-103.9721922198,-69.6560374714
-68.2520291153,-104.6478885877,-72.8390062455,-65.4271066962,-103.9722250208,-70.5873198238
-71.431803108,-104.9972148006,-75.3643093832,-70.2353343048,-103.9722326776,-67.8821949625
-47.0667615524,-103.9730508628,-49.1174816963,-50.1709348493,-103.9723096561,-52.6198070346
-67.0560146253,-103.9724677404,-63.1948249109,-84.5344039512,-103.9721412023,-86.7712430578
-51.4342636116,-103.9747166385,-49.6333227862,-56.5032516592,-103.9722672335,-56.6170882582
-70.0037165924,-103.9725968112,-63.1115561325,-75.6527091766,-103.9721700186,-74.3981122244
-41.1634019986,-103.9730916554,-41.2912602822,-49.1170798715,-103.9722817571,-49.1484365465
-59.8460835808,-103.9726731116,-60.7243971191,-70.853278326,-103.9722256189,-75.6426896117
-60.0324763988,-103.972692514,-62.6190517226,-53.4301017859,-103.9722713013,-53.7584615564
-60.5433911282,-103.9725548699,-53.0071835338,-72.7504175534,-103.9721779198,-73.3958085458
-37.9137309335,-103.9730252449,-40.8392198864,-40.1705442664,-103.9723576301,-45.868080353
-75.8646156192,-103.9723699313,-71.8179143299,-62.032575658,-103.9722291116,-70.5583426551
-95.3525646606,-102.0043162743,-90.5086136996,-103.9554645747,-102.1931974648,-101.4055305918
-34.3718037189,-103.9726881955,-46.1405238294,-31.3484366459,-103.9723883329,-33.8193083128
-77.5943872438,-103.9724892017,-77.4536001172,-84.196633952,-103.9721618669,-85.4239519724
-98.1486399591,-98.0411177848,-67.1777533984,-103.9510681565,-98.0411177848,-98.0411177848
-83.6811694584,-103.9722484038,-79.1887455304,-94.1987902126,-103.9720995883,-90.6247761462
-58.1087235195,-103.9727804115,-54.4121491026,-62.0073947357,-103.9722348335,-61.1311193729
-95.855729447,-98.0411177848,-65.7206212187,-103.9481597845,-98.0411177848,-98.0411177848
-90.6579323308,-101.9232130632,-66.9675498712,-103.9580009546,-101.9217440569,-101.9360384367
-86.4103966598,-103.9832162053,-97.7015425565,-91.3146374101,-103.9721433037,-106.5121185627
-62.9328443606,-103.9725133107,-56.239903748,-75.5851597785,-103.9721683337,-73.9983078667
-95.3329554154,-101.0058091601,-79.1026186283,-103.9444229154,-101.9128406405,-99.8324332694
-50.0873182072,-103.9723058534,-50.6202327404,-52.6239610713,-103.9722568242,-50.2123895615
-85.6488621723,-105.041027832,-101.0312957104,-97.3495826976,-103.9721002306,-102.7788342014
-89.4626115997,-106.8605244513,-65.4341265387,-103.9391556294,-106.8597412149,-106.984226022
-95.7198886251,-104.7056988587,-90.2981729829,-102.6204947279,-104.701994931,-102.7725507694
-81.4937953194,-103.9725552974,-72.5717004717,-102.7717772996,-103.9720818649,-100.3880661502
-51.9799677459,-103.9724782629,-51.4530382895,-40.9029990583,-103.9723397407,-43.3247691896
-40.3402543561,-103.9728082986,-38.7107516004,-41.5695859528,-103.9723141637,-61.471445676
-82.494457941,-104.6795748342,-80.3971182045,-85.5804859933,-103.9721286166,-85.3325708896
-38.5286218646,-103.9725895331,-34.8173405174,-47.2314510802,-103.972281146,-48.4519814633
-96.314855454,-99.1489146809,-62.7386633088,-103.9470049732,-99.1491219806,-99.1499607764
-64.5711448135,-103.972604833,-51.7484640213,-43.7902685764,-103.9723032967,-42.4960983962
-49.3458919684,-103.9729661001,-54.6718863172,-42.3042904031,-103.9723286269,-42.8722992618
-95.8047298855,-98.0411177848,-58.6474936053,-103.9534710793,-98.0411177848,-98.0411177848
-56.5494471397,-103.9722585905,-55.6248586975,-60.2987405508,-103.972231661,-60.8865144345
-32.5023607648,-103.9729838675,-34.6343947563,-40.8503542639,-103.9723205487,-41.3634585372
-93.1185304137,-101.6567287244,-76.8953055943,-104.3747540248,-101.6531513859,-100.7060772634
-51.0242082831,-103.9726791574,-52.3802036587,-59.4481229478,-103.9722605953,-56.5609760517
-70.8940992484,-103.9724725129,-62.8607816496,-77.7247522022,-103.9721622941,-74.3964292922
-67.619118879,-103.9724572447,-57.776059094,-72.9547213458,-103.9721823755,-74.7603459075
-89.7365045583,-103.9724387217,-87.1412157947,-100.6144194525,-103.9720812244,-99.5812155292
-71.6322260823,-103.9726988956,-67.8250276609,-74.2400973931,-103.9722215644,-76.9797082136
-98.7308621613,-98.0411177848,-84.4200591403,-103.9436990883,-98.0411177848,-98.0411177848
-71.1417431441,-104.0632020155,-56.3222078821,-74.7304740193,-103.9721567853,-71.9131873802
-71.4616198046,-104.9328939403,-80.1708360091,-64.3273233109,-103.972233969,-79.81205804
